Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652289,7231963327,7084399840,7841603167,8410724406,7650125576,9406097735,10440842165,11399942453,12983235568,14656917900,15781579950,17788559414,19393672244,18317172141,19290566570,18702802399,20776403844,21917430474,23965276000,27211377220,30231249362,34113107085,39136436553,37733609939,41338008617,47654783851,50388460920,53851143341,58722323918,63794348775,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216238.9,185849532.9,194949510,175757891.6,194774510.5,213235288.1,228705875.9,250176463.6,229750000,249300000,267800000,282050000,285380965.3,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357116.9,482000000,489333333.3,437631610.8,453488352,504651117.2,354591840,413799990,379779379.1,396582263.3,336708419.5,368281378.9,442273433.2,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3077086276,3166029056,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.06155E+12,1.12357E+12,1.21309E+12,1.30544E+12,1.42558E+12,1.54793E+12,1.6976E+12,1.82048E+12,1.97192E+12,2.16434E+12,2.37796E+12,2.63952E+12,3.06175E+12,3.70338E+12,4.17771E+12,4.66037E+12,5.07726E+12,5.74809E+12,6.88274E+12,7.9605E+12,8.89297E+12,9.03012E+12,8.94512E+12,9.23441E+12,9.63204E+12,1.0125E+13,1.22849E+13,1.42265E+13,1.60219E+13,1.67849E+13,1.88761E+13,1.99592E+13,2.14726E+13,2.16621E+13,2.32132E+13,2.56408E+13,2.5858E+13,2.54619E+13,2.55254E+13,2.68116E+13,2.73524E+13,2.71069E+13,2.82723E+13,3.17138E+13,3.53064E+13,3.73259E+13,3.9416E+13,4.3123E+13,4.57986E+13,4.29212E+13,4.50046E+13,4.85502E+13,4.85742E+13,4.90638E+13,4.99742E+13,4.69852E+13,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320799755,1530754831,1724850873,1975045362,2274710604,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75743E+11,2.9123E+11,3.09929E+11,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,1929499950,2251499950,2566000050,2819500000,2903500050,3076999950,3319000000,3639499950,3808500050,4152499950,3970386396,3563448310,3048896181,3068444712,3419487441,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105542971,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18496438641,19380958759,20152043003,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,14592907001,15461076536,16293587580,17546812038,19185730073,21564486587,23372925600,24277703509,24891352871,26893120884,28689860786,30485766784,32848207640,39295282273,47935528235,55079584183,60272924047,70012116150,80133580576,91207904354,98584901657,1.00277E+11,98923529913,96024946558,99622891419,1.05401E+11,1.21207E+11,1.35281E+11,1.32916E+11,1.27276E+11,1.29543E+11,1.3385E+11,1.21818E+11,1.2396E+11,1.10379E+11,1.26161E+11,1.32124E+11,1.38644E+11,1.42824E+11,1.43052E+11,1.55067E+11,1.47408E+11,1.60218E+11,1.82329E+11,2.09457E+11,2.42143E+11,2.89279E+11,3.44282E+11,4.14835E+11,4.18406E+11,4.63042E+11,5.18092E+11,5.51768E+11,5.98257E+11,6.31606E+11,6.17584E+11,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59680624422,62249565359,56485301967,57770884729,57136241867,48732003674,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473540602,2257121668,1878248741,2167564195,2813320255,2907452193,3338897648,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4757289752,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452718010,8776370457,8877465911,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34583889128,38541488005,39929011357,42955922069,46199009360,46484876516,47130701347,48615206876,49032987301,47169872903,53656435272,67516529107,84998508738,1.03641E+11,1.12531E+11,1.14734E+11,1.3908E+11,1.57095E+11,1.29774E+11,1.30094E+11,1.39931E+11,1.27176E+11,1.34402E+11,1.38347E+11,1.20687E+11,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2.91601E+11,2.78598E+11,2.91044E+11,3.10397E+11,3.52E+11,3.8661E+11,3.97428E+11,4.08468E+11,4.32547E+11,4.83859E+11,5.24236E+11,5.72898E+11,6.44886E+11,8.29916E+11,1.04857E+12,1.13477E+12,1.2389E+12,1.4044E+12,1.5203E+12,1.81835E+12,2.13519E+12,2.31707E+12,2.29821E+12,2.2697E+12,2.30579E+12,2.43057E+12,2.52377E+12,2.57086E+12,2.81687E+12,3.03978E+12,3.44122E+12,3.7137E+12,3.69869E+12,3.95732E+12,4.32919E+12,4.8505E+12,5.29436E+12,5.60367E+12,5.43748E+12,5.28151E+12,5.74455E+12,5.82422E+12,5.91033E+12,6.67177E+12,7.93333E+12,9.47719E+12,1.12326E+13,1.39859E+13,1.67786E+13,1.62617E+13,1.97667E+13,2.33079E+13,2.46774E+13,2.60647E+13,2.67149E+13,2.50656E+13,
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.29455E+11,3.19424E+11,3.34206E+11,3.55851E+11,4.01064E+11,4.41463E+11,4.56815E+11,4.70014E+11,4.96375E+11,5.54607E+11,6.07812E+11,6.55951E+11,7.31143E+11,9.28941E+11,1.18214E+12,1.29344E+12,1.40516E+12,1.5853E+12,1.72097E+12,2.05579E+12,2.41787E+12,2.6096E+12,2.57894E+12,2.52304E+12,2.55828E+12,2.6941E+12,2.81249E+12,2.89853E+12,3.14113E+12,3.34294E+12,3.76382E+12,4.04815E+12,4.02366E+12,4.27631E+12,4.64479E+12,5.21719E+12,5.69883E+12,6.02406E+12,5.85654E+12,5.70978E+12,6.21567E+12,6.28619E+12,6.40474E+12,7.23022E+12,8.58277E+12,1.02303E+13,1.21343E+13,1.50401E+13,1.80438E+13,1.75108E+13,2.13462E+13,2.51027E+13,2.66169E+13,2.8159E+13,2.89783E+13,2.72836E+13,
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,40229644447,43037768979,45465805246,47857179971,51555311192,57671817929,62621382033,64926584300,67242380185,74481924132,88537380218,87391672919,90200863214,1.02546E+11,1.39116E+11,1.66593E+11,1.73971E+11,1.88597E+11,2.09664E+11,2.47843E+11,2.95416E+11,3.04528E+11,2.91682E+11,2.61793E+11,2.60592E+11,2.71829E+11,2.97772E+11,3.37582E+11,3.3286E+11,3.10195E+11,3.25679E+11,3.36642E+11,3.26824E+11,3.19834E+11,3.14938E+11,3.66586E+11,4.04591E+11,4.20078E+11,4.19381E+11,4.29764E+11,4.73036E+11,4.63116E+11,4.96725E+11,5.61088E+11,6.51922E+11,7.54991E+11,9.04242E+11,1.05408E+12,1.26505E+12,1.24974E+12,1.58245E+12,1.79607E+12,1.94143E+12,2.09566E+12,2.26582E+12,2.22099E+12,
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,16066017655,17171260146,18198146453,18881846251,20630755423,22973403732,24714494155,25030983407,25986511171,29550503088,40248096315,37353034389,41502681940,43880815680,64162797351,73565509555,88480481287,92542474714,97699149366,1.20344E+11,1.53882E+11,1.61327E+11,1.52784E+11,1.28899E+11,1.23191E+11,1.22008E+11,1.30768E+11,1.52716E+11,1.47694E+11,1.28608E+11,1.37168E+11,1.452E+11,1.46989E+11,1.41706E+11,1.44809E+11,1.70931E+11,1.89486E+11,1.93919E+11,1.87617E+11,1.96572E+11,2.20552E+11,2.15114E+11,2.32952E+11,2.64168E+11,3.15237E+11,3.70481E+11,4.53652E+11,5.18206E+11,6.27527E+11,6.00784E+11,8.51673E+11,9.84135E+11,1.08197E+12,1.17877E+12,1.27862E+12,1.21973E+12,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5980840376,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206037,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01455E+11,1.14426E+11,1.28168E+11,1.39116E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445548017,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90487E+11,8.61934E+11,
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,24957530825,26718826419,28157305948,29962357722,31934242281,35847307374,39197027855,41341710440,42742939986,46448890661,49220374448,51354038061,49568830908,60199812339,76270388196,95192036180,85666062366,96849297738,1.13783E+11,1.28772E+11,1.41173E+11,1.4247E+11,1.38387E+11,1.33317E+11,1.38371E+11,1.51399E+11,1.6946E+11,1.86619E+11,1.87551E+11,1.85459E+11,1.92186E+11,1.94375E+11,1.81747E+11,1.80323E+11,1.71587E+11,1.97035E+11,2.16516E+11,2.28001E+11,2.34402E+11,2.3532E+11,2.54268E+11,2.4985E+11,2.65503E+11,2.98757E+11,3.37877E+11,3.85278E+11,4.50382E+11,5.36835E+11,6.38037E+11,6.51082E+11,7.25817E+11,8.04845E+11,8.50198E+11,9.06961E+11,9.76357E+11,9.91556E+11,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,5686310749,5827830311,5047757848,5420291955,6066057183,6432879504,6754330155,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,1.01271E+11,1.002E+11,1.04518E+11,1.23618E+11,1.39709E+11,1.55674E+11,1.89594E+11,1.96883E+11,2.04234E+11,2.2209E+11,2.15878E+11,2.36589E+11,2.53352E+11,2.83927E+11,3.01791E+11,3.01234E+11,3.26608E+11,2.74842E+11,2.93263E+11,2.84194E+11,3.33015E+11,3.666E+11,3.99787E+11,4.23161E+11,4.28741E+11,4.66867E+11,4.76609E+11,4.93954E+11,5.23968E+11,6.18356E+11,7.21585E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.81587E+12,1.82496E+12,1.86321E+12,2.04244E+12,2.07354E+12,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4400933850,5103977386,6325159323,7489577851,7905731909,9494462892,9464377441,11260977195,14664452582,18339915861,21772289367,20693412346,21498879946,20789378193,20129238177,21293909553,28746831708,33958627692,37815334013,39282476058,49361026052,49843437571,55981360981,52476367136,57161804122,69217500631,75850514113,82816779608,90074803073,98688885468,99833960199,1.09077E+11,1.27938E+11,1.64537E+11,1.93911E+11,2.11389E+11,2.31995E+11,2.69715E+11,2.74714E+11,2.35387E+11,2.20076E+11,2.41785E+11,2.24652E+11,2.3826E+11,2.50814E+11,2.3802E+11,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134389,4426949094,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089608,10976245154,13731801564,17153463263,27081696761,46209092072,51776222072,68055291547,80600119984,77994318310,90391879282,94362279603,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,,,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.83697E+11,2.19846E+11,2.58646E+11,3.37474E+11,3.9719E+11,3.98978E+11,4.6779E+11,5.92038E+11,5.87209E+11,5.11621E+11,4.25326E+11,,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,1.79886E+11,,,,,,,,,,,,,,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11,2.32497E+11,2.23508E+11,1.68607E+11,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,531004659.1,675722954.5,846506911.4,1163864529,1527559580,1418360312,1683117418,2226538694,2532331673,2876729410,3409023699,3521512389,3232804218,2788530415,2887825524,3008412960,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8928185824,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025,15376604281,17036097482,16598494831,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2887222178,3487222169,2596551757,2992333481,3405333502,3663345598,3980013325,3921085398,3959154192,4568013078,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712708,27435501410,26042766977,24122660966,29701444258,35476344261,43892480124,44599772789,52490325640,59170286560,65771216421,65925583866,74669719505,99968784246,1.09774E+11,1.14544E+11,1.15838E+11,1.17212E+11,1.32397E+11,1.30752E+11,1.21093E+11,1.2675E+11,1.35419E+11,1.42838E+11,1.54511E+11,1.79564E+11,2.1676E+11,2.08069E+11,2.34322E+11,2.61764E+11,2.59614E+11,2.92408E+11,3.05675E+11,2.96075E+11,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13021E+11,1.24261E+11,1.44781E+11,1.74913E+11,1.98906E+11,2.26945E+11,2.23976E+11,2.56747E+11,3.14019E+11,3.92379E+11,4.75683E+11,4.29282E+11,4.25863E+11,4.41581E+11,4.36443E+11,4.50726E+11,6.38274E+11,8.03055E+11,8.88668E+11,9.25598E+11,1.17733E+12,1.24211E+12,1.31581E+12,1.06145E+12,1.09559E+12,1.17079E+12,1.30893E+12,1.23905E+12,1.26631E+12,1.24856E+12,1.14176E+12,1.16232E+12,1.26651E+12,1.56965E+12,1.79831E+12,1.85266E+12,1.94263E+12,2.20305E+12,2.39073E+12,2.18516E+12,2.12518E+12,2.27615E+12,2.07282E+12,2.13033E+12,2.13854E+12,1.81476E+12,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699064351.7,748043470.1,777727657,826706635.4,897948964,972159571.2,1096759516,1148014336,1083839096,1191239517,1404720416,1539862371,1875146615,1905861121,2375122421,2860442805,2966042913,3249733202,2644527903,2425064204,2679379383,2979027979,3293496326,3619262274,2373564490,2100239024,2754549685,3287007228,3828342820,4404938021,4592208208,4071219198,3530892749,4859766161,4907861406,5779285208,6504445801,7450324787,8718300136,8795765306,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816914,14746420946,14262303586,13927110142,14005654599,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708822440,2096778602,2602535787,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928704,4344467193,5311188436,5606237993,6237650241,6727446632,6928359238,7244402962,7910621157,8147494358,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,37517410299,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.09071E+11,2.36155E+11,3.12738E+11,4.24891E+11,4.71643E+11,5.12861E+11,5.76406E+11,7.09405E+11,9.96742E+11,1.03745E+12,1.08699E+12,1.20147E+12,1.11684E+12,1.21811E+12,1.29461E+12,1.38453E+12,2.05106E+12,2.48524E+12,3.01539E+12,3.01705E+12,3.1037E+12,3.5368E+12,3.85279E+12,4.41496E+12,4.85035E+12,5.33393E+12,4.70619E+12,4.32428E+12,3.91457E+12,4.4326E+12,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49872E+12,5.90899E+12,5.95725E+12,4.90886E+12,4.59616E+12,4.12326E+12,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,2.00379E+11,2.15902E+11,2.43775E+11,2.27437E+11,1.84361E+11,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,55100780396,61395415492,63398041540,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6571853849,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873267.5,718401145.9,969911437.9,505549460.3,702899173.5,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14038383450,15449630419,16777820333,18049954289,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797320.45,49724294.95,48613287.09,56200248.57,57610600.44,67866421.47,69152441.74,67097374.04,70596129.03,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104668674.7,123002259.2,135044455.6,127125253.5,150431113.6,172253739,174984468.8,168951535,166756805.5,145237022,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,44679999.21,49095406.54,58296665.64,67715443.25,79026035.64,84381405.92,85100479.98,95898442.75,106056998.1,125272257,140705627.1,165745737.8,185094774.5,208740440.8,209880963,229434518.5,249676000,277567259.3,299699666.7,318742963,357237682.1,364975456.9,389984428.9,420086753.4,460467986.5,480825603.4,463418863.3,501150888.9,543169963,636071000,684148703.7,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,787290370.4,864766185.2,921888851.9,
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41133E+12,1.37787E+12,
Kosovo,KSV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213,7073021774,7384901154,6385937673,
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097199075,2391198945,2441598923,2662798826,2769198779,2873638733,3880392236,4450537866,5408804611,13006948687,12022811648,13132252413,14137407271,15503557807,24749064334,28638869323,25058021209,21577153516,20871081456,21700083292,21445970799,17903990052,22368703379,20690321283,24313856834,18427778571,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.63612E+11,1.12812E+11,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,73090749893,76794218354,88547489114,88698878988,98817906907,1.07109E+11,1.17389E+11,1.20357E+11,1.30021E+11,1.45083E+11,1.57545E+11,1.74812E+11,1.98001E+11,2.584E+11,3.43855E+11,3.70412E+11,4.10749E+11,4.49206E+11,5.08976E+11,6.01764E+11,7.09091E+11,8.17309E+11,7.68511E+11,6.83948E+11,6.72336E+11,6.94592E+11,7.06243E+11,7.38819E+11,8.45556E+11,9.24093E+11,1.0797E+12,1.33962E+12,1.24568E+12,1.4442E+12,1.66151E+12,1.75806E+12,1.89414E+12,2.07306E+12,2.08475E+12,1.86819E+12,2.07101E+12,2.01369E+12,1.79136E+12,1.84005E+12,2.12145E+12,2.57939E+12,3.02985E+12,3.59885E+12,4.21473E+12,3.95328E+12,4.92627E+12,5.60461E+12,5.63695E+12,5.7656E+12,5.75203E+12,4.85496E+12,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882514,4222962988,5443915121,5832915387,7181441140,8283218734,9359185244,11192471435,11715619756,12327488341,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497288,5545921947,7535259851,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274,47102873632,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65504442872,41142722414,29152707345,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588886.4,154503701,197088885.4,189166663.3,225777773.8,242385180.9,273977772.9,311511105.6,397192585.6,431470370.4,477996296.3,492029629.6,517566666.7,560811111.1,566370370.4,604411111.1,657529592.6,692507407.4,780895370.4,742383570.8,746048893.3,810093360.7,890757609.7,946681289,1074708501,1173341556,1194493407,1186800333,1249497000,1290025296,1311133148,1334385778,1404430556,1436390326,
