School ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link ,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,HEALTHY_SCHOOL_CERTIFIED,Safety Icon ,SAFETY_SCORE,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,AVERAGE_STUDENT_ATTENDANCE,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,COLLEGE_ENROLLMENT,General Services Route ,Freshman on Track Rate %,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police District,Location
610271,Jensen Elementary Scholastic Academy,ES,3030 W Harrison St ,Chicago,IL,60612,(773) 534-6840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610271.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,35,Average,41,Average,42,Strong,67,Average,43,Average,40,Weak,46,Average,47,93.10%,17.2,95.30%,100.00%,81.3,75.5,61.4,37.3,58.9,78.6,48.8,37.3,63.4,63.2,11.6,23.3,20.2,11.7,2.9,0.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,364,37,NDA,1156127.601,1897250.02,41.87384239,-87.70224149,27,EAST GARFIELD PARK,28,11,"(41.87384239, -87.70224149)"
609932,Jesse Owens Elementary Community Academy,ES,12450 S State St ,Chicago,IL,60628,(773) 535-5661,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609932.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,51,Strong,55,91.30%,4.9,93.50%,100.00%,57.1,37.9,11.9,28.4,42.2,42.2,NDA,NDA,NDA,NDA,NDA,NDA,50,13,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,340,48,NDA,1178488.214,1822184.059,41.66737294,-87.62242272,53,WEST PULLMAN,9,5,"(41.66737294, -87.62242272)"
610173,Jesse Sherwood Elementary School,ES,245 W 57th St ,Chicago,IL,60621,(773) 535-0829,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610173.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38,NDA,NDA,Average,47,Average,58,NDA,NDA,NDA,NDA,Average,51,Strong,56,92.00%,3.9,95.50%,100.00%,50.9,41.5,17.6,17.1,51.5,47.5,55.2,40,79.6,65.2,NDA,NDA,25.7,12.9,3.6,3.2,Green,Green,43.1,71.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,355,42,NDA,1175428.391,1867127.635,41.7907728,-87.6322812,68,ENGLEWOOD,20,7,"(41.7907728, -87.6322812)"
609942,Johann W von Goethe Elementary School,ES,2236 N Rockwell St ,Chicago,IL,60647,(773) 534-4135,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609942.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,75,Strong,61,Strong,68,Average,52,Strong,62,Strong,69,Strong,57,Average,53,95.80%,5.6,97.00%,99.10%,72.7,55.1,40.6,42.4,68.6,80.2,57.6,52.7,71.2,59.6,21.4,31.4,24.9,17.6,-0.8,-0.7,Red,Red,20.5,29.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,35,NDA,1158528.612,1915119.213,41.9228282,-87.69293637,22,LOGAN SQUARE,1,14,"(41.9228282, -87.69293637)"
610216,John A Walsh Elementary School,ES,2015 S Peoria St ,Chicago,IL,60608,(773) 534-7950,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610216.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Strong,60,NDA,NDA,Strong,70,Very Strong,91,NDA,NDA,NDA,NDA,Average,48,Average,53,95.10%,2.9,95.30%,97.00%,64.4,NDA,37.6,37,49.6,61.5,47.1,44.5,60.4,63.9,12.1,24.2,17.4,12.5,0.2,0.3,Yellow,Yellow,40,42.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,501,39,NDA,1170942.07,1890439.543,41.85484214,-87.64804964,31,LOWER WEST SIDE,25,12,"(41.85484214, -87.64804964)"
609789,John Barry Elementary School,ES,2828 N Kilbourn Ave ,Chicago,IL,60641,(773) 534-3455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609789.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,35,Average,49,Strong,70,Very Strong,81,Weak,34,Average,41,Average,51,Average,49,95.10%,5.6,96.10%,97.70%,76.4,55,41.2,28.2,44.9,49.2,63.6,32.5,81.2,64.8,NDA,NDA,15.2,12.4,0.7,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,800,29,NDA,1145852.597,1918556.652,41.93251118,-87.73942514,20,HERMOSA,31,25,"(41.93251118, -87.73942514)"
609894,John B Drake Elementary School,ES,2722 S King Dr ,Chicago,IL,60616,(773) 534-9129,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609894.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,59,Weak,20,Average,57,Average,46,Average,43,Very Weak,16,Average,50,Average,49,93.80%,43.3,95.90%,100.00%,63,NDA,15.7,29.8,67.1,60,41.8,50,83.1,78.5,7.7,26.9,7.7,9.5,-0.2,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,249,40,NDA,1179225.388,1886481.089,41.84379445,-87.61776768,35,DOUGLAS,4,1,"(41.84379445, -87.61776768)"
610089,John B Murphy Elementary School,ES,3539 W Grace St ,Chicago,IL,60618,(773) 534-5223,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610089.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,80,NDA,NDA,Strong,75,Average,59,NDA,NDA,NDA,NDA,Strong,58,Strong,54,95.60%,1.9,96.30%,100.00%,61.3,NDA,43.4,30.5,40.6,45.9,64.3,44.8,46.7,40.7,NDA,NDA,22,20.7,-0.5,-0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,638,31,NDA,1151954.94,1924991.364,41.95005034,-87.71682949,16,IRVING PARK,35,17,"(41.95005034, -87.71682949)"
610243,John Calhoun North Elementary School,ES,2833 W Adams St ,Chicago,IL,60612,(773) 534-6940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610243.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Average,52,Average,51,Average,44,Average,54,Strong,79,Very Strong,88,Weak,43,Average,48,95.90%,4.6,96.50%,98.10%,71.3,48.8,37.4,28.3,52.2,61.5,50.5,37.9,62.5,69.3,12.5,25,32.8,14.4,3.5,3.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,328,38,NDA,1157392.716,1898855.056,41.87822115,-87.69755292,27,EAST GARFIELD PARK,2,11,"(41.87822115, -87.69755292)"
609829,John C Burroughs Elementary School,ES,3542 S Washtenaw Ave ,Chicago,IL,60632,(773) 535-7226,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609829.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,50,Average,55,Weak,39,Weak,38,Strong,71,Average,53,Average,50,Weak,45,95.60%,0.2,96.10%,100.00%,67.3,27.9,47.7,43.4,55.9,45.1,44.2,57.4,51.9,64.3,25,15.9,25.9,16,0.1,-0.1,Yellow,Yellow,42.2,21.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,510,39,NDA,1158904.877,1880879.379,41.8288631,-87.69249318,58,BRIGHTON PARK,12,9,"(41.8288631, -87.69249318)"
609866,John C Coonley Elementary School,ES,4046 N Leavitt St ,Chicago,IL,60618,(773) 534-5140,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609866.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,Very Strong,90,Strong,65,Weak,39,Strong,65,Average,56,Strong,58,Strong,55,95.90%,1.4,96.50%,100.00%,90.1,52.9,72.6,66.7,61.4,65.8,64.8,64.8,53.8,63.5,27.8,50,45.3,39,-0.7,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,668,31,NDA,1160924.137,1927061.47,41.95554905,-87.68380195,5,NORTH CENTER,47,19,"(41.95554905, -87.68380195)"
609893,John C Dore Elementary School,ES,6108 S Natoma Ave ,Chicago,IL,60638,(773) 535-2080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609893.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,74,Strong,67,Strong,69,Strong,79,Average,57,Average,51,Strong,58,Weak,46,95.60%,10.8,96.70%,96.20%,81.8,52.9,58.4,62.7,70.5,68.1,76.9,74,85,69.4,58,60,43.8,25.3,2.6,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,590,44,NDA,1133084.3,1863232.77,41.78092716,-87.78764009,64,CLEARING,23,8,"(41.78092716, -87.78764009)"
609959,John Charles Haines Elementary School,ES,247 W 23rd Pl ,Chicago,IL,60616,(773) 534-9200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609959.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Weak,32,Average,47,Weak,37,Weak,37,Average,42,Average,48,Weak,43,Weak,43,98.40%,0.3,96.20%,96.90%,70.2,47.6,69.3,57.6,69,69.8,73.2,53.6,74.3,63.6,35.9,32,45,25.7,1,0.5,Green,Yellow,25.9,93.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,664,40,NDA,1174842.529,1888681.328,41.84993116,-87.63378596,34,ARMOUR SQUARE,25,9,"(41.84993116, -87.63378596)"
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,11140 S Bishop St ,Chicago,IL,60643,(773) 535-2715,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610176.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,32,Average,47,Average,43,Average,51,Average,53,Average,42,Average,52,Strong,54,93.20%,40.8,96.30%,86.90%,75.9,67.7,34.5,27.9,50,52.2,44.2,34.2,50.6,48.3,13.8,13.6,12.9,8.3,0.6,-0.2,Green,Yellow,4.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,553,49,NDA,1168507.416,1830689.468,41.69093337,-87.65870614,75,MORGAN PARK,34,22,"(41.69093337, -87.65870614)"
609898,John F Eberhart Elementary School,ES,3400 W 65th Pl ,Chicago,IL,60629,(773) 535-9190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609898.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42,Average,41,Weak,33,Weak,34,Average,42,Weak,32,NDA,NDA,NDA,NDA,95.30%,13.1,95.60%,100.00%,48.2,27.3,28.2,31.4,52.4,49.5,32.8,39.9,50.4,51.3,10.2,20.9,8.9,9.6,-1.5,-0.7,Red,Red,15.9,17.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1777,44,NDA,1154822.365,1861019.383,41.7744471,-87.70800189,66,CHICAGO LAWN,15,8,"(41.7744471, -87.70800189)"
609919,John Fiske Elementary School,ES,6145 S Ingleside Ave ,Chicago,IL,60637,(773) 535-0990,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609919.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13,Weak,24,Weak,37,Average,55,Average,40,Weak,35,Average,47,Average,50,92.90%,37.1,91.70%,91.40%,87.1,NDA,15.7,14.6,58,54.2,30.1,30.1,69.7,61.8,32.1,28.6,4,4,-1.3,-1.5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,254,46,NDA,1183547.778,1864329.648,41.78290934,-87.60259685,42,WOODLAWN,20,3,"(41.78290934, -87.60259685)"
609718,John F Kennedy High School,HS,6325 W 56th St ,Chicago,IL,60638,(773) 535-2325,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609718.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,53,Weak,30,Weak,32,Weak,27,Weak,22,Weak,24,NDA,NDA,NDA,NDA,83.00%,22,94.70%,99.30%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.8,14.1,15.1,15.6,0.8,16.4,1.3,24.4,53.3,52.9,1589,44,59.7,1135044.301,1866707.447,41.79042796,-87.78037224,56,GARFIELD RIDGE,23,8,"(41.79042796, -87.78037224)"
610263,John Foster Dulles Elementary School,ES,6311 S Calumet Ave ,Chicago,IL,60637,(773) 535-0690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610263.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,42,Weak,22,Average,53,Average,42,Weak,32,Weak,21,Average,51,Strong,55,94.10%,28.2,97.30%,100.00%,91.7,NDA,16.9,19.9,42.3,47.4,15.5,13.1,61.9,48.8,2.5,5.1,9.1,3.8,1.4,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,537,42,NDA,1179581.237,1863162.082,41.779797,-87.61717494,69,GREATER GRAND CROSSING,20,3,"(41.779797, -87.61717494)"
610228,John Greenleaf Whittier Elementary School,ES,1900 W 23rd St ,Chicago,IL,60608,(773) 535-4590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610228.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Strong,65,NDA,NDA,Average,45,Weak,24,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.90%,3.8,96.50%,100.00%,50.4,NDA,13.3,17.3,35.9,36.2,22.3,21.5,50,45.8,6.4,25.5,6.3,3.9,-0.9,-0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,409,39,NDA,1164042.174,1888805.999,41.85050786,-87.67342126,31,LOWER WEST SIDE,25,10,"(41.85050786, -87.67342126)"
609694,John Hancock College Preparatory High School,HS,4034 W 56th St ,Chicago,IL,60629,(773) 535-2410,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609694.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51,Average,44,Average,44,Average,41,Weak,37,Average,42,Average,50,Weak,44,78.20%,7.5,95.90%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,13.8,14.7,15,0.4,15.8,1.1,22.6,56.1,45.9,967,44,87.4,1150280.45,1867197.827,41.79149114,-87.72449161,62,WEST ELSDON,13,8,"(41.79149114, -87.72449161)"
609971,John Harvard Elementary School of Excellence,ES,7525 S Harvard ,Chicago,IL,60620,(773) 535-3045,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609971.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,51,Weak,24,Strong,61,Strong,61,Average,43,Weak,36,Average,47,Strong,55,93.00%,8.7,96.00%,97.80%,NDA,NDA,25.6,28.2,42.7,46.8,50,38.9,58.8,53.1,14.6,23.1,13.8,7.7,1.2,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,476,45,NDA,1175413.427,1854942.117,41.75733472,-87.63270008,69,GREATER GRAND CROSSING,17,6,"(41.75733472, -87.63270008)"
609975,John Hay Elementary Community Academy,ES,1018 N Laramie Ave ,Chicago,IL,60651,(773) 534-6000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609975.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,44,NDA,NDA,Average,49,Strong,61,NDA,NDA,NDA,NDA,Average,52,Strong,55,92.90%,30.8,97.10%,100.00%,53.8,51.5,45.8,26.8,58,68.4,34.3,34.1,68.7,65.2,0,5.4,11.9,10,0,0.9,Yellow,Green,10.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,554,36,NDA,1141465.048,1906381.947,41.89918473,-87.75585034,25,AUSTIN,37,15,"(41.89918473, -87.75585034)"
609964,John H Hamline Elementary School,ES,4747 S Bishop St ,Chicago,IL,60609,(773) 535-4565,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609964.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,33,Weak,24,Weak,29,Average,43,Very Weak,17,Weak,33,Weak,44,Average,47,94.40%,7.5,95.70%,100.00%,61.7,48.9,39.1,19.5,50.8,67.9,58,26.5,64.5,56.5,9.1,18.2,20.1,6.1,1,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,679,42,NDA,1167511.897,1873073.883,41.80726347,-87.66113856,61,NEW CITY,20,9,"(41.80726347, -87.66113856)"
610026,John H Kinzie Elementary School,ES,5625 S Mobile Ave ,Chicago,IL,60638,(773) 535-2425,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610026.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64,NDA,NDA,Average,49,Average,54,NDA,NDA,NDA,NDA,Average,50,Average,48,95.40%,14.9,95.30%,99.10%,62,NDA,62.6,42.6,51.6,67.6,68.3,50.2,60,56.4,36.7,40.5,32.6,19.7,0.4,-0.3,Yellow,Yellow,26.5,63.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,733,44,NDA,1135391.774,1866445.86,41.78970398,-87.7791043,56,GARFIELD RIDGE,23,8,"(41.78970398, -87.7791043)"
610207,John H Vanderpoel Elementary Magnet School,ES,9510 S Prospect Ave ,Chicago,IL,60643,(773) 535-2690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610207.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,74,NDA,NDA,Weak,24,Weak,31,NDA,NDA,NDA,NDA,Strong,55,Average,50,97.20%,0.3,96.20%,100.00%,81.6,69.8,51.7,47.7,53.5,59.8,42.7,54.5,35.7,55.9,11.1,38.9,17.7,24.1,-0.3,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,317,49,NDA,1166544.213,1841551.135,41.72078152,-87.66558526,72,BEVERLY,19,22,"(41.72078152, -87.66558526)"
609782,John J Audubon Elementary School,ES,3500 N Hoyne Ave ,Chicago,IL,60618,(773) 534-5470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609782.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95,Strong,73,Strong,75,Strong,60,Strong,60,Strong,65,Strong,61,Average,47,96.20%,4.5,96.70%,98.60%,NDA,54.3,72.1,68.9,65.5,76.7,67.5,70.3,82.6,65.3,31.6,36.8,45.3,34.8,1.2,1.1,Green,Green,47.4,61.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,580,33,NDA,1161693.811,1923258.727,41.94509808,-87.68107885,5,NORTH CENTER,47,19,"(41.94509808, -87.68107885)"
610126,John J Pershing Elementary Humanities Magnet,ES,3113 S Rhodes Ave ,Chicago,IL,60616,(773) 534-9272,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610126.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,,Very Strong,90,NDA,,NDA,,Strong,70,Strong,78,NDA,NDA,NDA,NDA,95.50%,19.2,96.70%,100.00%,NDA,92.3,56.3,56.3,77.1,80.9,NDA,NDA,NDA,NDA,NDA,NDA,54.9,39.2,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,258,40,NDA,1180449.204,1884392.316,41.83803465,-87.61334083,35,DOUGLAS,4,2,"(41.83803465, -87.61334083)"
610054,John L Marsh Elementary School,ES,9822 S Exchange Ave ,Chicago,IL,60617,(773) 535-6430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610054.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Strong,72,Average,53,Average,53,Weak,39,Average,55,Average,48,Average,50,Strong,55,95.70%,5.4,95.50%,99.10%,55.8,37.6,34.5,34.9,53.2,58.7,33.5,44.9,50.8,52.2,11.1,31.1,18.9,14.5,-0.9,-0.8,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,841,47,NDA,1197424.97,1840279.493,41.71657908,-87.55251993,51,SOUTH DEERING,10,4,"(41.71657908, -87.55251993)"
609723,John Marshall Metropolitan High School,HS,3250 W Adams St ,Chicago,IL,60624,(773) 534-6455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609723.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51,Average,52,Average,45,Average,46,Average,49,Average,42,NDA,NDA,NDA,NDA,74.10%,42.9,95.80%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,11.8,13.4,13.2,1.5,14.6,1.2,6.5,36.8,45.2,726,38,55.2,1154542.583,1898925.511,41.87847194,-87.70801612,27,EAST GARFIELD PARK,28,11,"(41.87847194, -87.70801612)"
609710,John M Harlan Community Academy High School,HS,9652 S Michigan Ave ,Chicago,IL,60628,(773) 535-5400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609710.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,81.20%,21.6,94.40%,95.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,16,40,17.8,15.6,-2.9,-0.8,Red,Yellow,100,40,13.2,12.9,14.1,13.7,0.5,14.7,0.6,5.9,47.9,55.7,1245,48,64.4,1178815.804,1840781.935,41.71840075,-87.62066069,49,ROSELAND,6,5,"(41.71840075, -87.62066069)"
609954,John Milton Gregory Elementary School,ES,3715 W Polk St ,Chicago,IL,60624,(773) 534-6820,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609954.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,44,Average,43,Weak,39,Average,43,Strong,66,Average,59,Average,49,Strong,55,95.20%,3.2,94.60%,100.00%,61.6,45.5,36.8,17.9,62.3,70.8,44.3,37.7,69.1,77.9,6.3,41.7,24.2,19.5,1.5,2.1,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,323,37,NDA,1151660.565,1896077.812,41.87071468,-87.71867323,27,EAST GARFIELD PARK,24,11,"(41.87071468, -87.71867323)"
610180,John M Smyth Elementary School,ES,1059 W 13th St ,Chicago,IL,60608,(773) 534-7180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610180.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,37,NDA,NDA,Average,54,Strong,64,NDA,NDA,NDA,NDA,Weak,43,Average,52,92.40%,20.1,93.30%,100.00%,67.8,NDA,17.6,10.6,38.1,46,24.8,12.3,54.2,38.8,1.4,1.4,6.3,3.2,1.1,-0.9,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,475,38,NDA,1169435.063,1894247.175,41.86532347,-87.65347031,28,NEAR WEST SIDE,2,12,"(41.86532347, -87.65347031)"
