ID,CASE_NUMBER,DATE,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,X_COORDINATE,Y_COORDINATE,YEAR,UPDATEDON,LATITUDE,LONGITUDE,LOCATION
5080475,HM673431,10/21/2006 09:00:00 AM,094XX S WENTWORTH AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,634,6,21,49,04B,1176612,1842280,2006,02/28/2018 03:56:25 PM,41.72256142,-87.62868748,"(41.72256142, -87.628687477)"
6270946,HP352546,05/23/2008 02:30:00 AM,051XX S WOOD ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,932,9,16,61,08B,1165214,1870708,2008,02/28/2018 03:56:25 PM,41.80082022,-87.66963358,"(41.800820216, -87.669633576)"
6939024,HR286405,04/25/2009 05:43:00 AM,052XX W CONGRESS PKWY,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1522,15,29,25,08B,1141598,1897182,2009,02/28/2018 03:56:25 PM,41.87393649,-87.75558951,"(41.873936494, -87.755589514)"
6780581,HR195987,03/02/2009 09:10:00 PM,001XX W 75TH ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,731,7,6,69,04B,1176514,1855256,2009,02/28/2018 03:56:25 PM,41.75817139,-87.62865724,"(41.758171386, -87.628657244)"
9116765,HW261668,05/05/2013 07:25:00 PM,003XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1114,11,28,26,08B,1149673,1901704,2013,02/10/2018 03:50:01 PM,41.88619239,-87.72582411,"(41.886192389, -87.725824111)"
11137994,JA496716,11/02/2017 11:22:00 PM,008XX N WASHTENAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1211,12,26,24,08B,1158244,1905393,2017,02/10/2018 03:50:01 PM,41.89614452,-87.69424841,"(41.896144516, -87.694248407)"
11014534,JA344492,07/12/2017 03:00:00 AM,009XX E 132ND PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,533,5,9,54,08B,1185380,1817834,2017,02/10/2018 03:50:01 PM,41.65527698,-87.59733674,"(41.655276978, -87.597336736)"
10584429,HZ334220,07/03/2016 06:30:00 PM,023XX W PRATT BLVD,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,2412,24,50,2,08B,1159476,1945090,2016,02/10/2018 03:50:01 PM,42.00505013,-87.68862676,"(42.005050125, -87.68862676)"
6806337,HR217367,03/15/2009 05:53:24 PM,051XX W KINZIE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1532,15,28,25,08B,1142136,1902250,2009,02/28/2018 03:56:25 PM,41.88783376,-87.75348849,"(41.887833763, -87.753488486)"
8594911,HV268964,05/02/2012 05:00:00 PM,030XX S HAYNES CT,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,913,9,11,60,14,1168714,1884562,2012,02/04/2016 06:33:39 AM,41.83876214,-87.65639763,"(41.838762141, -87.65639763)"
11127628,JA483294,10/23/2017 09:20:00 PM,072XX S DAMEN AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,735,7,17,67,14,1164274,1856746,2017,02/10/2018 03:50:01 PM,41.76252653,-87.67347381,"(41.76252653, -87.673473808)"
7937542,HT169840,02/18/2011 07:30:00 PM,029XX W 36TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,913,9,12,58,14,1157190,1880621,2011,02/10/2018 03:50:01 PM,41.82818901,-87.698792,"(41.828189011, -87.698792003)"
8388644,HT621306,12/06/2011 06:30:00 PM,067XX W IMLAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1611,16,41,10,14,1130269,1942692,2011,02/04/2016 06:33:39 AM,41.99902303,-87.796138,"(41.99902303, -87.796137998)"
7468176,HS269736,04/22/2010 07:40:00 AM,051XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2124,2,4,41,14,1183412,1871257,2010,02/10/2018 03:50:01 PM,41.80192174,-87.60287886,"(41.801921744, -87.602878856)"
3225932,HK243330,03/16/2004 03:05:45 PM,106XX S EWING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,432,4,10,52,14,1202181,1834924,2004,02/28/2018 03:56:25 PM,41.70176349,-87.53528303,"(41.70176349, -87.535283026)"
2048711,HH262924,03/24/2002 07:00:00 PM,055XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,TRUE,1522,15,,,14,1139534,1896770,2002,02/28/2018 03:56:25 PM,41.87284378,-87.76317771,"(41.872843784, -87.763177706)"
4303010,HL613433,09/15/2005 05:00:00 AM,023XX W AUGUSTA BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1312,12,32,24,14,1160685,1906600,2005,02/28/2018 03:56:25 PM,41.89940638,-87.68524961,"(41.899406378, -87.685249607)"
10079280,HY267896,05/20/2015 12:35:00 PM,115XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,522,5,34,53,14,1175695,1828405,2015,08/17/2015 03:03:40 PM,41.68450696,-87.63245993,"(41.684506962, -87.632459932)"
5758092,HN568531,09/04/2007 08:00:00 AM,052XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,934,9,16,61,14,1170202,1870108,2007,02/28/2018 03:56:25 PM,41.79906661,-87.65135838,"(41.799066605, -87.651358383)"
7881407,HT112422,01/09/2011 06:27:00 PM,039XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,914,9,12,58,14,1159685,1878264,2011,02/04/2016 06:33:39 AM,41.82167019,-87.68970283,"(41.821670189, -87.689702831)"
8805149,HV479133,09/17/2012 03:00:00 AM,014XX W OAKDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1932,19,32,6,14,1166189,1919683,2012,02/10/2018 03:50:01 PM,41.93519105,-87.66465887,"(41.935191052, -87.664658867)"
8921352,HV592346,12/07/2012 03:00:00 AM,016XX N KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,30,23,14,1147474,1910521,2012,02/10/2018 03:50:01 PM,41.91042961,-87.73367311,"(41.910429612, -87.733673107)"
2325074,HH619797,09/01/2002 10:15:00 PM,019XX S MAY ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,1233,12,25,31,14,1169104,1890750,2002,02/28/2018 03:56:25 PM,41.85573412,-87.65478711,"(41.855734119, -87.654787112)"
10624311,HZ376709,08/03/2016 03:20:00 PM,079XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,624,6,8,44,14,1183941,1852494,2016,02/10/2018 03:50:01 PM,41.75042201,-87.60152439,"(41.750422009, -87.601524389)"
8899397,HV573337,11/23/2012 04:30:00 AM,013XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1021,10,24,29,14,1154243,1893666,2012,02/10/2018 03:50:01 PM,41.86404527,-87.70925654,"(41.864045266, -87.70925654)"
3906764,HL269210,04/01/2005 08:30:00 PM,033XX W DICKENS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1413,14,26,22,14,1153647,1913754,2005,02/10/2018 03:50:01 PM,41.91918058,-87.71090952,"(41.919180579, -87.710909516)"
4249096,HL567458,08/11/2005 02:30:00 PM,066XX S CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,831,8,15,66,14,1158855,1860454,2005,02/10/2018 03:50:01 PM,41.77281419,-87.69323424,"(41.772814187, -87.693234244)"
7260480,HR674429,12/04/2009 09:30:00 PM,056XX S RICHMOND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,824,8,14,63,14,1157675,1867038,2009,02/28/2018 03:56:25 PM,41.79090565,-87.69738135,"(41.790905647, -87.697381345)"
4606754,HM200888,02/25/2006 11:00:00 AM,069XX W HIGGINS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1613,16,41,10,14,1129154,1935641,2006,02/28/2018 03:56:25 PM,41.97969354,-87.80040126,"(41.979693542, -87.800401259)"
9817983,HX467661,10/14/2014 05:55:00 PM,013XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,TRUE,1021,10,24,29,14,1153916,1893520,2014,02/10/2018 03:50:01 PM,41.86365114,-87.71046084,"(41.863651143, -87.71046084)"
9801245,HX448587,09/28/2014 11:00:00 PM,113XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,531,5,9,50,14,1181588,1829877,2014,02/10/2018 03:50:01 PM,41.68841275,-87.6108423,"(41.688412751, -87.610842301)"
7399281,HS200939,03/10/2010 02:50:00 PM,053XX W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1522,15,29,25,14,1140822,1897164,2010,02/10/2018 03:50:01 PM,41.8739014,-87.7584391,"(41.873901397, -87.758439102)"
5567780,HN335611,05/11/2007 01:00:00 AM,035XX N CICERO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,FALSE,FALSE,1634,16,38,15,14,1143747,1923278,2007,02/28/2018 03:56:25 PM,41.94550677,-87.74704439,"(41.945506767, -87.747044393)"
10770065,HZ535494,11/30/2016 10:00:00 PM,033XX W 38TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,911,9,12,58,14,1154734,1879205,2016,02/10/2018 03:50:01 PM,41.82435275,-87.70784072,"(41.824352752, -87.707840716)"
9499538,HX154767,02/17/2014 11:00:00 AM,053XX N RAVENSWOOD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,2012,20,40,4,14,1163235,1935314,2014,02/10/2018 03:50:01 PM,41.97814597,-87.67507366,"(41.978145973, -87.675073656)"
4728934,HM337445,05/07/2006 09:00:00 PM,028XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2514,25,31,19,14,1141225,1918275,2006,02/10/2018 03:50:01 PM,41.93182501,-87.75643821,"(41.931825006, -87.756438211)"
4646705,HM244120,03/21/2006 10:00:29 AM,016XX W TOUHY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2423,24,49,1,14,1164202,1947913,2006,02/28/2018 03:56:25 PM,42.01269752,-87.67115923,"(42.012697523, -87.671159228)"
6937224,HR342598,05/26/2009 09:00:00 PM,022XX W 21ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1223,12,25,31,14,1161667,1890025,2009,02/28/2018 03:56:25 PM,41.85390268,-87.68210466,"(41.853902678, -87.68210466)"
3823238,HL187666,02/17/2005 11:50:00 PM,014XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,TRUE,FALSE,1323,12,27,24,14,1166403,1905446,2005,02/28/2018 03:56:25 PM,41.89611927,-87.66428058,"(41.89611927, -87.664280577)"
9305467,HW449676,09/13/2013 01:54:00 AM,039XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1132,11,24,26,14,1150166,1898065,2013,02/10/2018 03:50:01 PM,41.87619698,-87.72410855,"(41.876196982, -87.724108549)"
7781193,HS589302,10/29/2010 05:45:00 PM,095XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,431,4,7,51,14,1190183,1842108,2010,02/10/2018 03:50:01 PM,41.72177386,-87.57898476,"(41.721773858, -87.578984755)"
9491052,HX145326,02/09/2014 08:00:00 AM,027XX S SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1033,10,12,30,14,1156803,1885759,2014,02/10/2018 03:50:01 PM,41.84229613,-87.7000729,"(41.842296132, -87.700072904)"
5744223,HN553354,08/27/2007 12:30:00 AM,056XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,711,7,3,68,14,1175250,1867502,2007,02/28/2018 03:56:25 PM,41.79180409,-87.63292413,"(41.791804086, -87.632924134)"
6007606,HN784049,12/29/2007 09:30:00 PM,026XX W 84TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,835,8,18,70,14,1160125,1848565,2007,02/10/2018 03:50:01 PM,41.74016294,-87.68890519,"(41.740162942, -87.688905189)"
2862972,HJ527694,07/29/2003 09:25:00 PM,042XX N SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1724,17,33,16,14,1155622,1928028,2003,02/10/2018 03:50:01 PM,41.95830989,-87.70326764,"(41.958309892, -87.703267639)"
4700014,HM303461,04/20/2006 10:00:00 PM,040XX W CULLOM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1722,17,39,16,14,1148801,1928273,2006,02/28/2018 03:56:25 PM,41.95911707,-87.72833797,"(41.959117073, -87.728337966)"
4920006,HM535632,08/10/2006 07:00:00 PM,055XX N MC VICKER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,11,14,1134904,1936485,2006,02/28/2018 03:56:25 PM,41.98190944,-87.7792346,"(41.981909438, -87.779234603)"
8119054,HT353855,06/18/2011 11:30:00 AM,069XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,734,7,17,67,14,1168524,1858841,2011,02/10/2018 03:50:01 PM,41.76818496,-87.6578366,"(41.768184963, -87.657836599)"
1414626,G134016,03/01/2001 11:00:00 PM,055XX S NOTTINGHAM AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,811,8,,,14,1130022,1866716,2001,08/17/2015 03:03:40 PM,41.7905386,-87.79878798,"(41.790538595, -87.79878798)"
6713046,HR125162,01/17/2009 01:35:00 AM,054XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,815,8,23,62,14,1149956,1868311,2009,02/28/2018 03:56:25 PM,41.79455215,-87.72565247,"(41.794552154, -87.725652465)"
1720702,G496261,08/20/2001 12:54:30 PM,057XX S HAMILTON AV,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,TRUE,FALSE,715,7,,,14,1162968,1866799,2001,08/17/2015 03:03:40 PM,41.79014072,-87.67797972,"(41.790140719, -87.677979724)"
3108542,HJ842548,12/28/2003 01:30:00 AM,015XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1323,12,27,24,14,1165882,1906757,2003,02/10/2018 03:50:01 PM,41.89972788,-87.66615665,"(41.89972788, -87.666156654)"
5450649,HN280980,04/12/2007 06:00:00 PM,036XX N LINCOLN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,1923,19,47,5,14,1163573,1924158,2007,02/28/2018 03:56:25 PM,41.94752628,-87.67414628,"(41.947526283, -87.674146281)"
11185730,JA560123,12/22/2017 10:57:00 PM,031XX N NEWCASTLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,2511,25,36,18,14,1130206,1920118,2017,05/04/2018 03:51:04 PM,41.93707873,-87.79688972,"(41.937078733, -87.796889721)"
10218934,HY405637,09/01/2015 09:00:00 AM,057XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,824,8,16,63,14,1160682,1866595,2015,02/10/2018 03:50:01 PM,41.78962843,-87.68636753,"(41.789628428, -87.686367529)"
6620347,HP689703,11/18/2008 03:15:00 PM,081XX S LAFAYETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,622,6,21,44,14,1177357,1850979,2008,02/10/2018 03:50:01 PM,41.74641581,-87.62569667,"(41.746415805, -87.625696672)"
6940315,HR345366,05/28/2009 01:15:00 PM,008XX W SUPERIOR ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESTAURANT,FALSE,FALSE,1323,12,27,24,14,1170504,1905264,2009,02/28/2018 03:56:25 PM,41.89553111,-87.64922385,"(41.895531107, -87.649223851)"
10501619,HZ242802,04/27/2016 09:40:00 PM,046XX W 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,834,8,13,70,14,1147330,1849154,2016,02/10/2018 03:50:01 PM,41.74203263,-87.73577014,"(41.742032629, -87.735770141)"
5053244,HM661326,10/15/2006 03:30:00 AM,035XX N NAGLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1632,16,36,17,14,1132735,1922890,2006,02/10/2018 03:50:01 PM,41.94464161,-87.78753023,"(41.944641609, -87.787530225)"
2709601,HJ336995,05/01/2003 03:00:00 PM,089XX S UNIVERSITY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,413,4,8,47,14,1185441,1845914,2003,02/28/2018 03:56:25 PM,41.73233066,-87.5962343,"(41.732330658, -87.596234295)"
3607386,HK694552,10/18/2004 01:00:00 AM,072XX S BENNETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,333,3,5,43,14,1189958,1857438,2004,02/28/2018 03:56:25 PM,41.76384622,-87.57931687,"(41.763846222, -87.579316872)"
3047178,HJ760939,11/15/2003 12:00:00 AM,0000X E OHIO ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1834,18,42,8,14,1176443,1904200,2003,02/28/2018 03:56:25 PM,41.89247942,-87.62744368,"(41.892479421, -87.627443675)"
8690635,HV366181,07/04/2012 09:30:00 AM,021XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,412,4,8,48,14,1192134,1847716,2012,02/04/2016 06:33:39 AM,41.73711561,-87.57165693,"(41.737115609, -87.57165693)"
2891261,HJ563089,08/15/2003 01:00:00 AM,109XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,513,5,9,49,14,1178855,1832369,2003,02/28/2018 03:56:25 PM,41.69531362,-87.6207721,"(41.695313622, -87.620772103)"
2290580,HH576932,08/10/2002 08:00:00 PM,080XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,621,6,21,71,14,1171044,1851456,2002,02/28/2018 03:56:25 PM,41.7478649,-87.64881501,"(41.747864896, -87.648815009)"
6903733,HR308948,05/07/2009 09:41:25 PM,005XX N LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,1532,15,28,25,14,1142928,1903317,2009,02/28/2018 03:56:25 PM,41.89074702,-87.75055336,"(41.890747016, -87.750553356)"
3114653,HK100758,12/31/2003 10:00:00 PM,026XX N WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1411,14,35,22,14,1155588,1917493,2003,02/28/2018 03:56:25 PM,41.92940181,-87.70367714,"(41.92940181, -87.703677142)"
8652732,HV328581,06/10/2012 11:53:00 PM,137XX S BRAINARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER COMMERCIAL TRANSPORTATION,TRUE,FALSE,433,4,10,55,18,1200405,1814512,2012,02/04/2016 06:33:39 AM,41.64579585,-87.54247201,"(41.645795847, -87.542472012)"
8592856,HV267193,05/02/2012 12:01:00 AM,001XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,634,6,21,44,18,1176671,1847269,2012,02/04/2016 06:33:39 AM,41.73625056,-87.62832169,"(41.736250559, -87.628321692)"
2973642,HJ620738,09/10/2003 03:25:00 PM,048XX N WINTHROP AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2033,20,46,3,18,1168000,1932319,2003,02/28/2018 03:56:25 PM,41.96982579,-87.65763728,"(41.969825789, -87.657637278)"
2910492,HJ557529,08/12/2003 03:43:04 PM,004XX N LARAMIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1532,15,28,25,18,1141629,1902341,2003,02/28/2018 03:56:25 PM,41.88809286,-87.75534813,"(41.888092864, -87.755348129)"
7692354,HS498920,09/04/2010 02:22:00 PM,071XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,324,3,5,43,18,1188152,1858101,2010,02/10/2018 03:50:01 PM,41.7657088,-87.58591505,"(41.765708803, -87.58591505)"
4389244,HL608698,09/13/2005 12:51:05 AM,002XX S WHIPPLE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1124,11,28,27,18,1156082,1898741,2005,02/10/2018 03:50:01 PM,41.87793471,-87.70236867,"(41.877934709, -87.702368669)"
1577428,G323273,06/04/2001 03:55:00 PM,007XX S CALIFORNIA AV,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1135,11,,,18,1157863,1896427,2001,08/17/2015 03:03:40 PM,41.87154875,-87.69589235,"(41.871548751, -87.695892351)"
3530721,HK577020,08/23/2004 09:24:29 PM,016XX W JONQUIL TER,2024,NARCOTICS,POSS: HEROIN(WHITE),"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,2422,24,49,1,18,1163893,1951001,2004,02/10/2018 03:50:01 PM,42.0211776,-87.67220843,"(42.021177601, -87.67220843)"
10177662,HY365876,08/02/2015 10:47:00 AM,041XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,834,8,18,70,18,1150504,1846544,2015,02/10/2018 03:50:01 PM,41.73480925,-87.72420818,"(41.734809253, -87.724208178)"
7502426,HS305355,05/13/2010 11:00:00 AM,035XX S WASHTENAW AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,913,9,12,58,18,1158944,1880896,2010,02/10/2018 03:50:01 PM,41.82890791,-87.69234919,"(41.828907913, -87.692349187)"
3225630,HK162357,02/03/2004 12:45:00 PM,047XX W FULTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1113,11,28,25,18,1144810,1901373,2004,02/28/2018 03:56:25 PM,41.88537717,-87.74369071,"(41.88537717, -87.743690705)"
5989011,HN778969,12/26/2007 06:45:00 PM,100XX W OHARE ST,2027,NARCOTICS,POSS: CRACK,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,18,1100658,1934241,2007,02/28/2018 03:56:25 PM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
8508682,HV185969,03/06/2012 07:04:00 PM,003XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1125,11,2,28,18,1160452,1898418,2012,02/10/2018 03:50:01 PM,41.87695909,-87.68633201,"(41.876959088, -87.686332007)"
2364511,HH657604,09/19/2002 03:24:00 AM,040XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1149571,1899032,2002,02/28/2018 03:56:25 PM,41.87886211,-87.72626809,"(41.878862107, -87.726268091)"
9416016,HW555338,12/02/2013 06:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,26,1154228,1895173,2013,02/10/2018 03:50:01 PM,41.86818094,-87.70927139,"(41.868180939, -87.709271389)"
8594622,HV268708,05/02/2012 09:51:00 PM,042XX N MARINE DR,2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,APARTMENT,TRUE,FALSE,1915,19,46,3,18,1170986,1928779,2012,02/04/2016 06:33:39 AM,41.96004678,-87.64676205,"(41.960046783, -87.646762046)"
1448800,G170513,03/25/2001 08:15:00 PM,074XX S PAXTON AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,333,3,,,18,1192135,1855700,2001,08/17/2015 03:03:40 PM,41.75902437,-87.57139424,"(41.759024368, -87.571394244)"
9012649,HW160463,02/17/2013 08:25:00 PM,071XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,323,3,6,69,18,1178399,1857737,2013,02/10/2018 03:50:01 PM,41.76493695,-87.62167373,"(41.764936945, -87.621673727)"
5547866,HN355411,05/21/2007 09:49:42 AM,004XX N PINE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1523,15,28,25,18,1139465,1902293,2007,02/28/2018 03:56:25 PM,41.88800087,-87.76329636,"(41.888000869, -87.763296356)"
3248961,HK190723,02/18/2004 07:15:00 PM,055XX S WELLS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,711,7,3,68,18,1175549,1868127,2004,02/28/2018 03:56:25 PM,41.79351246,-87.63180906,"(41.79351246, -87.63180906)"
8784049,HV457847,09/02/2012 09:53:00 AM,013XX S CHRISTIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1021,10,24,29,18,1154245,1893613,2012,02/10/2018 03:50:01 PM,41.86389979,-87.70925061,"(41.863899789, -87.709250612)"
9434484,HW566855,12/11/2013 01:54:00 PM,002XX S WESTERN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,FALSE,FALSE,1225,12,2,28,18,1160442,1898894,2013,02/10/2018 03:50:01 PM,41.87826548,-87.68635555,"(41.878265483, -87.686355549)"
3830058,HL141298,01/24/2005 01:02:00 PM,011XX W WILSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,TRUE,FALSE,2311,19,46,3,18,1167916,1930703,2005,02/28/2018 03:56:25 PM,41.96539325,-87.65799298,"(41.965393249, -87.657992984)"
6884465,HR281750,04/22/2009 04:15:00 PM,084XX S SAGINAW AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,423,4,7,46,18,1195298,1849515,2009,02/28/2018 03:56:25 PM,41.74197479,-87.56000598,"(41.741974788, -87.560005978)"
